Organisation_Code,Legal Name,Business Name(s),Is RTO,Status,Registration Manager,Legal Authority,Initial Registration Date,Registration Start Date,Registration End Date,Registration End Reason,Head Office Physical Address,Head Office Location State,Latitude,Longitude,VET Org Role,RTO Type,ABN,ACN,URL,CEO Contact Name,CEO Email,CEO Mobile,CEO Phone,Public Enquiries Contact Name,Public Enquiries Contact Role Job Title,Public Enquiries Group Name,Public Enquiries Organisation,Public Enquiries Email,Public Enquiries Mobile,Public Enquiries Phone,Registration Enquiries Contact Name,Registration Enquiries Contact Role Job Title,Registration Enquiries Email,Registration Enquiries Mobile,Registration Enquiries Phone,NSW Delivery Approved,VIC Delivery Approved,QLD Delivery Approved,SA Delivery Approved,WA Delivery Approved,TAS Delivery Approved,NT Delivery Approved,ACT Delivery Approved,International Delivery Approved,Current Restriction/Regulatory Decision
381,Top End Group Training Pty Ltd,GTNT Group;Institute of Skills and Training Australia;TOP END GROUP TRAINING PTY LTD,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,1/01/1999,7/06/2024,6/06/2031,,"38 Woods Street, Darwin, NT, 0800",Northern Territory,-12.46111,130.84426,,Education/training Business Or Centre: Privately Operated Registered Training Organisation,50009648337,9648337,http://www.gtnt.com.au,Mrs Kathryn Stenson,kathryn.stenson@gtnt.com.au,412671733,889800600,Mr. Shaun Stenson,RTO Manager,,Top End Group Training Pty Ltd,shaun.stenson@skillsandtraining.com.au,408814701,889800600,Mr. Shaun Stenson,RTO Manager,shaun.stenson@skillsandtraining.com.au,408814701,889800600,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
382,Real Estate Institute of the Northern Territory Inc,REAL ESTATE INSTITUTE OF NORTHERN TERRITORY INC,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,1/06/1999,1/10/2024,30/09/2031,,"Unit 1 6 Lindsay St, DARWIN CITY, NT, 0800",Northern Territory,,,,Education/training Business Or Centre: Privately Operated Registered Training Organisation,15717052155,,http://www.reint.com.au,Ms Jo Fitzpatrick,jo.fitzpatrick@reint.com.au,404065141,404065141,Ms. Sila Crosley,PD Coordinator,,Real Estate Institute of the Northern Territory Inc,pd@reint.com.au,,889818905,Ms. Sila Crosley,PD Coordinator,pd@reint.com.au,,889818905,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
383,Batchelor Institute of Indigenous Tertiary Education,Batchelor Institute;BATCHELOR INSTITUTE OF INDIGENOUS TERTIARY EDUCATION;BATCHELOR INSTITUTE OF INDIGENOUS TERTIARY EDUCATION CASUAL PAYMENTS SYSTEM;MACS BATCHELOR CHILD CARE CENTRE INC,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,1/01/1999,31/12/2023,30/12/2027,,"Cnr Awilla Rd and Nurndina Cres, BATCHELOR, NT, 0845",Northern Territory,,,,"Technical And Further Education Institute, Skills Institute Or Polytechnic",32039179166,,http://www.batchelor.edu.au,Mr Joseph Martin-Jard,ceo@batchelor.edu.au,473589497,889397499,Mrs Susan Wright,Director Executive Services,,Batchelor Institute of Indigenous Tertiary Education,susan.wright@batchelor.edu.au,427588115,427588115,Mrs Susan Wright,Director Executive Services,susan.wright@batchelor.edu.au,427588115,427588115,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
384,NORTHERN TERRITORY OF AUSTRALIA,NORTHERN TERRITORY POLICE FIRE AND EMERGENCY SERVICES,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,1/08/1998,24/04/2025,23/04/2032,,"Peter McAulay Centre

McMillians Road, Berrimah, NT, 0828",Northern Territory,-12.4103,130.9228,,Enterprise - Government,84085734992,,http://www.nt.gov.au/pfes/,Mrs Frances Gusthart,Frances.Gusthart@pfes.nt.gov.au,61417982406,400494239,Mrs Frances Gusthart,College Manager,,NORTHERN TERRITORY OF AUSTRALIA,Frances.Gusthart@pfes.nt.gov.au,61417982406,400494239,Mrs Frances Gusthart,College Manager,Frances.Gusthart@pfes.nt.gov.au,61417982406,400494239,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
386,Hospitality Group Training (WA) Inc,HOSPITALITY GROUP TRAINING (WA),TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,12/05/1994,1/06/2019,31/05/2026,,"38 Parliament Place, WEST PERTH, WA, 6005",Western Australia,-31.95045,115.84465,,Education/training Business Or Centre: Privately Operated Registered Training Organisation,59620392309,,http://www.hgtwa.com.au,Mr Mark Sainsbury,mark@hgtwa.com.au,434401875,434401875,Ms Joanne Bunce,"Manager Industry, Training & Schools",,Hospitality Group Training (WA) Inc,joanne@hgtwa.com.au,423051944,894811602,Mr Mark Sainsbury,VET Registration Enquiries,mark@hgtwa.com.au,434401875,434401875,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
389,Manageering Pty Ltd,MANAGEERING PTY LTD;WESTERN AUSTRALIAN AVIATION COLLEGE,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,8/06/1995,20/09/2018,19/09/2025,,"41 Eagle Dr, JANDAKOT, WA, 6164",Western Australia,-32.09699,115.88,,Education/training Business Or Centre: Privately Operated Registered Training Organisation,99056966397,56966397,http://www.waaviationcollege.com.au,Mr William Evans,wevans@waaviationcollege.com.au,406992047,894170000,Mr William Evans,Principal Executive Officer,,Manageering Pty Ltd,wevans@waaviationcollege.com.au,406992047,894170000,Mr William Evans,Principal Executive Officer,wevans@waaviationcollege.com.au,406992047,894170000,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
392,St John Ambulance (Western Australia) Ltd,,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,18/12/1997,1/05/2025,30/04/2032,,"209 Great Eastern Highway, BELMONT, WA, 6984",Western Australia,-31.94526,115.9219,,Community Based Adult Education Provider,55028468715,165969406,http://www.ambulance.net.au,Mr. Kevin Brown,kevin.brown@stjohnwa.com.au,438484605,893341222,Ms Laura Perry,Client Success Manager,,St John Ambulance (Western Australia) Ltd,Laura.perry@stjohnwa.com.au,,(08)93348217,Mrs Peta Marshall,Head of Training Design and Governance,peta.marshall@stjohnwa.com.au,438714407,(08)93341358,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
393,Marr Mooditj Training Aboriginal Corporation,Marr Mooditj Training Inc,TRUE,Current,Western Australian Training Accreditation Council (WA TAC),Section 27(1) of the Vocational Education and Training Act WA 1996,17/07/1997,8/08/2019,30/04/2026,,"295 Manning Road, WATERFORD, WA, 6152",Western Australia,-32.01565,115.89297,,Education/training Business Or Centre: Privately Operated Registered Training Organisation,33073703763,,http://www.marrmooditj.com.au,Ms Margaret Shaw,margaret@marrmooditj.com.au,402771036,93519344,Mr Robert Indich,RTO Administrator,,Marr Mooditj Training Aboriginal Corporation,robert@marrmooditj.com.au,,93519344,Mr Robert Indich,RTO Administrator,robert@marrmooditj.com.au,,93519344,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
397,Department of Biodiversity Conservation and Attractions,BIBBULMUN TRACK;CAPE TO CAPE TRACK;Department of Environment and Conservation;NEARER TO NATURE;PERTH HILLS CENTRE;PINNACLES DESERT DISCOVERY;SHOALWATER ISLANDS MARINE PARK;W.A. NATURALLY;WILDCARE;Yanchep National Park,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,15/01/1998,1/06/2019,31/05/2026,,"17 Dick Perry Ave, Kensington, WA, 6151",Western Australia,-31.99318,115.88345,,Enterprise - Government,38052249024,,http://www.dbca.wa.gov.au,Ms Amanda Nabi,amanda.nabi@dbca.wa.gov.au,439297746,439297746,Ms Liz Mortimore,"Coordinator, Quality Assurance and Systems",,Department of Biodiversity Conservation and Attractions,Liz.Mortimore@dbca.wa.gov.au,428008166,428008166,Ms Liz Mortimore,"Coordinator, Quality Assurance and Systems",Liz.Mortimore@dbca.wa.gov.au,428008166,428008166,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
412,The Real Estate Institute of Tasmania,The Real Estate Institute Of Tasmania,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,23/09/2004,22/09/2019,21/09/2026,,"Real Estate House
33 Melville Street, Hobart, TAS, 7000",Tasmania,-42.87901,147.32552,,Industry Association,92009481207,9481207,http://www.reit.com.au,Ms. Michelle Tynan,michelle.tynan@reit.com.au,427414668,362234769,Mr James Jackson,Training Administrator,,The Real Estate Institute of Tasmania,james.jackson@reit.com.au,,362234769,Mrs Tameka Smith,Head Of Training,tameka.smith@reit.com.au,,362234769,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
416,Holmesglen Institute,Centre for Applied Research and Innovation;Holmesglen Centre for Applied Research and Innovation;HOLMESGLEN INSTITUTE;HOLMESGLEN INSTITUTE OF TAFE;Holmesglen Institute of Technology;Mackenzie Research Institute;The Melbourne Tunneling and Construction Centre;The Tunneling and Civil Construction Academy;The Victorian Tunneling Centre,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,21/06/1996,1/07/2022,30/06/2029,,"1 Batesford Road, Chadstone, VIC, 3148",Victoria,-37.87537,145.0922,,"Technical And Further Education Institute, Skills Institute Or Polytechnic",40096756729,,http://www.holmesglen.edu.au,Ms Mary Faraone,Mary.Faraone@holmesglen.edu.au,400000000,395641503,,,Course Information,Holmesglen Institute,info@holmesglen.edu.au,395641555,395641555,Ms. Therese Hickey,"Executive Officer, Quality and Education Compliance",therese.hickey@holmesglen.edu.au,418995837,418995837,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
417,Gippsland Institute of Technical and Further Education,TAFE Gippsland,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,4/12/1995,1/07/2022,30/06/2029,,"Cnr Princes Drive & Monash Way, Morwell, VIC, 3840",Victoria,-38.23954,146.41954,,"Technical And Further Education Institute, Skills Institute Or Polytechnic",42624574808,,http://www.tafegippsland.edu.au,Laura Macpherson,ceooffice@tafegippsland.edu.au,,351504220,,,Client Services and Information,Gippsland Institute of Technical and Further Education,enquiries@tafegippsland.edu.au,1300133717,1300133717,Mr. Brad Beach,Director Academic Governance,bbeach@tafegippsland.edu.au,419309432,419309432,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
427,SARINA RUSSO SCHOOLS AUSTRALIA PTY LTD,SARINA RUSSO INSTITUTE,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,1/01/1998,17/12/2023,16/12/2030,,"100 Eagle Street, Brisbane City, QLD, 4000",Queensland,-27.46732,153.02952,,Education/training Business Or Centre: Privately Operated Registered Training Organisation,39010129325,10129325,http://www.sri.edu.au,Ms Kathleen Newcombe,newcombek@russo.qld.edu.au,422444722,422444722,Ms Kathleen Newcombe,CEO Sarina Russo Group,,SARINA RUSSO SCHOOLS AUSTRALIA PTY LTD,newcombek@russo.qld.edu.au,422444722,422444722,Ms Kathleen Newcombe,Chief Executive Officer,newcombek@russo.qld.edu.au,422444722,422444722,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
442,Department of Defence,DEPARTMENT OF DEFENCE,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,11/01/1994,1/06/2019,30/05/2026,,"Australian Defence College, Kirkpatrick St, Weston, ACT, 2612",Australian Capital Territory,-35.32156,149.05633,,Enterprise - Government,68706814312,,http://www.defence.gov.au,Rear Admrl. James Lybrand,defence.rto@defence.gov.au,,251318155,Mr. Kieran Doery,Manager RTO Compliance,,Department of Defence,Defence.RTO@defence.gov.au,,251318155,Mr. Kieran Doery,Manager RTO Compliance,Defence.RTO@defence.gov.au,,251318155,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
449,Youth With A Mission Canberra Inc,YWAM Training,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,1/01/1997,13/05/2024,12/05/2031,,"76 Federal Highway, Watson, ACT, 2602",Australian Capital Territory,-35.22664,149.16033,,Education/training Business Or Centre: Privately Operated Registered Training Organisation,40345561378,,http://www.ywamcanberra.org,Mr Bruce Skinner,bruce@ywamwollongong.org,414796902,262415500,,,YWAM Registrar,Youth With A Mission Canberra Inc,rto@ywamcanberra.org,,262415500,Mr Bruce Skinner,CEO,bruce@ywamwollongong.org,414796902,262415500,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
452,The Pharmacy Guild of Australia,ACP TRAINING,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,1/01/1995,1/04/2024,31/03/2031,,"132 Leichhardt St, SPRING HILL, QLD, 4000",Queensland,-27.462338,153.025039,,Industry Association,84519669143,,https://www.acp.edu.au/pharmacy-assistants/training/,Mrs Amanda Seeto,ExecutiveOfficer@acp.edu.au,,731443647,,,Administration,The Pharmacy Guild of Australia,learnersupport@acp.edu.au,,731443680,Mrs Tracey Silcox,National RTO Compliance Manager,compliance@acp.edu.au,438600672,731443622,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
485,Mobile Welding Services Pty Ltd,,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,22/07/1998,1/09/2022,31/08/2029,,"69 Melbourne Rd, RIVERSTONE, NSW, 2765",New South Wales,-33.66157,150.86024,,Education/training Business Or Centre: Privately Operated Registered Training Organisation,36003419789,3419789,http://www.fabinoxweldingacademy.com.au,Mr. David Lortan,david@fabinox.com.au,417466189,417466189,Mrs Sagree Gounden,Administration Manager,,Mobile Welding Services Pty Ltd,academy@fabinox.com.au,479080452,296276237,Mr. David Lortan,CEO,david@fabinox.com.au,417466189,417466189,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
561,Hamilton Secondary College,,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,19/12/2003,1/01/2019,30/12/2025,,"815 Marion Road, Mitchell Park, SA, 5043",South Australia,-34.9975,138.55739,,School - Government,17476764433,,http://www.hamcoll.sa.edu.au,Ms Peta Kourbelis,Peta.Kourbelis717@schools.sa.edu.au,,882758300,Mr. Rod Yon,Assistant Principal,,Hamilton Secondary College,Rod.Yon211@schools.sa.edu.au,423024854,82758300,Mr. Rod Yon,Assistant Principal,Rod.Yon211@schools.sa.edu.au,423024854,82758300,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
573,South Australian Metropolitan Fire Service,SA METROPOLITAN FIRE SERVICE,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,22/12/2000,31/03/2022,30/03/2029,,"99 Wakefield Street, Adelaide, SA, 5000",South Australia,-34.92894,138.60449,,Enterprise - Government,26897550904,,https://www.mfs.sa.gov.au/,Mr Jeff Swann,Jeff.Swann@eso.sa.gov.au,438669102,81153613,Mr Shane Presch,"Coordinator, Quality Learning Systems",,South Australian Metropolitan Fire Service,shane.presch@eso.sa.gov.au,,882436542,Mr Shane Presch,"Coordinator, Quality Learning Systems",shane.presch@eso.sa.gov.au,,882436542,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
577,Logging Investigation and Training Association Inc,LITA Training,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,6/04/1998,31/03/2020,30/03/2027,,"Wireless Road West, Mount Gambier, SA, 5290",South Australia,-37.80676,140.76612,,Education/training Business Or Centre: Privately Operated Registered Training Organisation,86069972687,,http://www.lita.org.au,Mrs Sandra Kanahs,training@lita.org.au,409691784,887256082,Mrs. Sam Jellesma,"Administration, Quality & Finance Officer",,Logging Investigation and Training Association Inc,info@lita.org.au,,887256082,Mrs Sandra Kanahs,CEO,training@lita.org.au,409691784,887256082,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
581,Carlisle Learning and Development Pty Ltd,Heavy Equipment Training and Assessment,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,8/05/2003,8/11/2018,7/11/2025,,"20 Oborn Rd, MOUNT BARKER, SA, 5251",South Australia,-35.08004,138.87388,,Education/training Business Or Centre: Privately Operated Registered Training Organisation,30008165062,8165062,https://www.carlislelearning.com.au,Mr. Bernard Croese,bernard@carlislelearning.com.au,422827602,422827602,Mr. Colin Robert Paul,Managing Director,,Carlisle Learning and Development Pty Ltd,rob@carlislelearning.com.au,,428151366,Mr Bernard Croese,RTO Manager,admin@carlislelearning.com.au,,422827602,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
590,AMES Australia,AMES Australia,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,1/11/1992,1/12/2019,30/11/2026,,"Level 4 1 Little Collins St, MELBOURNE, VIC, 3000",Victoria,-37.8172,144.95986,,Community Based Adult Education Provider,49056993913,,http://www.ames.net.au,Ms Catherine Scarth,scarthc@ames.net.au,399384224,399384224,Mrs Linh Le-Dwyer,Senior Manager Education Services,,AMES Australia,LeL@ames.net.au,,61399384286,Mrs Linh Le-Dwyer,Senior Manager Education Services,LeL@ames.net.au,,61399384286,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
609,Amana Living Incorporated,Amana Living Training Institute,TRUE,Current,Western Australian Training Accreditation Council (WA TAC),Section 27(1) of the Vocational Education and Training Act WA 1996,19/02/1998,6/02/2025,30/11/2031,,"level 1/1-9 Tanunda Dr, Rivervale, WA, 6103",Western Australia,-31.952312,115.914709,,Education/training Business Or Centre: Privately Operated Registered Training Organisation,45582438433,75359705,https://training.amanaliving.com.au/,Ms Stephanie Buckland,sbuckland@amanaliving.com.au,,94246302,Fiona Bissett,Training Operations Coordinator,,Amana Living Incorporated,cdias@amanaliving.com.au,400004639,894246382,Fiona Bissett,Training Compliance and Curriculum Manager,fbissett@amanaliving.com.au,,1300492703,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
627,MTA WA Training Inc,MTA WA Training inc.,TRUE,Current,Western Australian Training Accreditation Council (WA TAC),Section 27(1) of the Vocational Education and Training Act WA 1996,10/11/1994,8/11/2018,31/10/2025,,"253 Balcatta Road, BALCATTA, WA, 6021",Western Australia,-31.86321,115.82495,,Industry Association,17206382663,,http://www.mtawa.com.au,Mr Stephen Moir,stephen.moir@mtawa.com.au,,892339800,Jayne Kay,Training Administration Team Leader,,MTA WA Training Inc,jayne.kay@mtawa.com.au,,892339800,Mr Mel Greenhow,Registered Training Organisation Manager,mel.greenhow@mtawa.com.au,447497433,92339800,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
645,Department for Correctional Services,DEPARTMENT FOR CORRECTIONAL SERVICES;DEPARTMENT OF JUSTICE;JUSTICE INFORMATION SYSTEMS SERVICES;PRISON INDUSTRIES SA;VOCATIONAL TRAINING AND EDUCATION CENTRE OF SA,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,27/02/2004,31/12/2019,29/12/2026,,"400 King William Street, Adelaide, SA, 5000",South Australia,-34.93379,138.60071,,Enterprise - Government,44736536754,,,Ms Kate Muslera,kate.muslera2@sa.gov.au,,400358310,Mr Carl Schneider,Quality Systems and Improvement Lead,,Department for Correctional Services,Carl.Schneider@sa.gov.au,,883508008,Mr Carl Schneider,Quality Systems and Improvement Lead,Carl.Schneider@sa.gov.au,,883508008,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
647,Construction Industry Training Centre Inc,CONSTRUCTION INDUSTRY TRAINING CENTREINCORPORATED,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,1/05/2002,1/11/2022,31/10/2029,,"491 - 499 South Road, Regency Park, SA, 5942",South Australia,-34.86711,138.57191,,Education/training Business Or Centre: Privately Operated Registered Training Organisation,87725908160,,http://www.citc.com.au,Mr. Simon George Last,simon@citc.com.au,427010602,883014500,Ms. Jennie Goodwin,Office Manager,,Construction Industry Training Centre Inc,jennie@citc.com.au,,883014500,Mr. Paul Deverix,Compliance Manager,paul@citc.com.au,,(08)83014500,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
